,id_lot,nb_piece,typologie,prix_tva_reduite,prix_tva_normale,prix_HT,prix_m2_HT,prix_m2_TTC,surface,etage,orientation,exterieur,balcony,garden,parking,nom_programme,ville,departement,date_fin_programme,adresse_entiere,promoteur,date_extraction
198,62_1_PREAMBULE_Bouygues,3.0,Appartement,,266500,222083.33,3563.02,4275.63,62.33,1,E,True,False,False,1.0,PREAMBULE,Vénissieux,69.0,mai 2023,103 AVENUE JULES GUESDE 69200 Vénissieux,Bouygues,2021-11-08
199,64_1_PREAMBULE_Bouygues,3.0,Appartement,,270500,225416.67,3477.58,4173.09,64.82,1,O,False,True,False,1.0,PREAMBULE,Vénissieux,69.0,mai 2023,103 AVENUE JULES GUESDE 69200 Vénissieux,Bouygues,2021-11-08
200,62_2_PREAMBULE_Bouygues,3.0,Appartement,,283500,236250.0,3790.31,4548.37,62.33,2,E,True,False,False,1.0,PREAMBULE,Vénissieux,69.0,mai 2023,103 AVENUE JULES GUESDE 69200 Vénissieux,Bouygues,2021-11-08
201,64_4_PREAMBULE_Bouygues,3.0,Appartement,,296500,247083.33,3813.01,4575.62,64.8,4,S,True,False,False,1.0,PREAMBULE,Vénissieux,69.0,mai 2023,103 AVENUE JULES GUESDE 69200 Vénissieux,Bouygues,2021-11-08
202,67_3_PREAMBULE_Bouygues,3.0,Appartement,,297500,247916.67,3673.93,4408.71,67.48,3,E,True,False,False,1.0,PREAMBULE,Vénissieux,69.0,mai 2023,103 AVENUE JULES GUESDE 69200 Vénissieux,Bouygues,2021-11-08
203,67_2_PREAMBULE_Bouygues,3.0,Appartement,,304500,253750.0,3760.37,4512.45,67.48,2,S,True,False,False,1.0,PREAMBULE,Vénissieux,69.0,mai 2023,103 AVENUE JULES GUESDE 69200 Vénissieux,Bouygues,2021-11-08
204,70_PREAMBULE_Bouygues,3.0,Appartement,,309500,257916.67,3664.11,4396.93,70.39,0,S,False,False,False,1.0,PREAMBULE,Vénissieux,69.0,mai 2023,103 AVENUE JULES GUESDE 69200 Vénissieux,Bouygues,2021-11-08
205,82_1_PREAMBULE_Bouygues,4.0,Appartement,,315500,262916.67,3189.96,3827.95,82.42,1,O,False,True,False,1.0,PREAMBULE,Vénissieux,69.0,mai 2023,103 AVENUE JULES GUESDE 69200 Vénissieux,Bouygues,2021-11-08
206,81_4_PREAMBULE_Bouygues,4.0,Appartement,,325500,271250.0,3338.87,4006.65,81.24,4,O,False,True,False,1.0,PREAMBULE,Vénissieux,69.0,mai 2023,103 AVENUE JULES GUESDE 69200 Vénissieux,Bouygues,2021-11-08
207,86_2_ANAGRAM'_Bouygues,4.0,Appartement,206506,234888.34123222748,195740.28,2261.59,2713.9,86.55,2,Traversant,False,True,False,1.0,ANAGRAM',Givors,69.0,novembre 2022,53 RUE YVES FARGE 69700 Givors,Bouygues,2021-11-08
208,59_5_ANAGRAM'_Bouygues,3.0,Appartement,219662,249852.5118483412,208210.43,3502.87,4203.44,59.44,5,Vue privilégiée,False,False,False,1.0,ANAGRAM',Givors,69.0,novembre 2022,53 RUE YVES FARGE 69700 Givors,Bouygues,2021-11-08
209,83_4_ANAGRAM'_Bouygues,4.0,Appartement,236348,268831.8483412322,224026.54,2698.46,3238.16,83.02,4,Vue privilégiée,False,True,False,1.0,ANAGRAM',Givors,69.0,novembre 2022,53 RUE YVES FARGE 69700 Givors,Bouygues,2021-11-08
210,86_4_ANAGRAM'_Bouygues,4.0,Appartement,239036,271889.28909952607,226574.41,2617.84,3141.41,86.55,4,Traversant,False,True,False,1.0,ANAGRAM',Givors,69.0,novembre 2022,53 RUE YVES FARGE 69700 Givors,Bouygues,2021-11-08
211,77_5_ANAGRAM'_Bouygues,4.0,Appartement,276351,314332.8909952607,261944.08,3380.36,4056.43,77.49,5,Vue privilégiée,False,False,False,1.0,ANAGRAM',Givors,69.0,novembre 2022,53 RUE YVES FARGE 69700 Givors,Bouygues,2021-11-08
212,90_5_ANAGRAM'_Bouygues,4.0,Appartement,318610,362400.0,302000.0,3320.51,3984.61,90.95,5,Vue privilégiée,False,False,False,1.0,ANAGRAM',Givors,69.0,novembre 2022,53 RUE YVES FARGE 69700 Givors,Bouygues,2021-11-08
213,60_1_ChezSoieplateaudelaCroix-Rousse_Bouygues,3.0,Appartement,,490000,408333.33,6754.89,8105.87,60.45,1,Traversant,False,False,False,0.0,"Chez Soie, plateau de la Croix-Rousse",Lyon,69.0,mai 2022,9 RUE VALENTIN COUTURIER 69004 Lyon,Bouygues,2021-11-08
214,97_2_ChezSoieplateaudelaCroix-Rousse_Bouygues,4.0,Appartement,,881000,734166.67,7499.15,8998.98,97.9,2,Traversant,False,True,False,1.0,"Chez Soie, plateau de la Croix-Rousse",Lyon,69.0,mai 2022,9 RUE VALENTIN COUTURIER 69004 Lyon,Bouygues,2021-11-08
215,40_4_Vill'Soi_Bouygues,2.0,Appartement,203088,231000.56872037917,192500.47,4807.7,5769.24,40.04,4,E,False,True,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
216,55_2_Vill'Soi_Bouygues,3.0,Appartement,234738,267000.56872037915,222500.47,3991.76,4790.11,55.74,2,O,False,True,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
217,55_1_Vill'Soi_Bouygues,3.0,Appartement,239758,272710.52132701426,227258.77,4077.12,4892.55,55.74,1,O,False,True,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
218,56_2_Vill'Soi_Bouygues,3.0,Appartement,245583,279336.1137440758,232780.09,4115.63,4938.76,56.56,2,E,False,True,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
219,55_3_Vill'Soi_Bouygues,3.0,Appartement,274946,312734.78672985785,260612.32,4675.5,5610.6,55.74,3,O,False,True,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
220,45_5_Vill'Soi_Bouygues,2.0,Appartement,283946,322971.7535545023,269143.13,5886.77,7064.12,45.72,5,O,True,False,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
221,55_4_Vill'Soi_Bouygues,3.0,Appartement,,285360.0,237800.0,4273.14,5127.76,55.65,4,O,False,True,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
222,56_3_Vill'Soi_Bouygues,3.0,Appartement,,297416.0,247846.67,4382.01,5258.42,56.56,3,O,False,True,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
223,78_2_Vill'Soi_Bouygues,4.0,Appartement,334083,379999.6208530806,316666.35,4020.65,4824.78,78.76,2,Traversant,False,True,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
224,74_5_Vill'Soi_Bouygues,4.0,Appartement,342513,389588.2464454976,324656.87,4357.23,5228.67,74.51,5,Traversant,True,False,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
225,78_3_Vill'Soi_Bouygues,4.0,Appartement,382862,435482.8436018958,362902.37,4618.25,5541.9,78.58,3,Traversant,False,True,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
226,75_4_Vill'Soi_Bouygues,4.0,Appartement,384755,437636.01895734604,364696.68,4829.14,5794.97,75.52,4,E,False,True,False,1.0,Vill' Soi,Villeurbanne,69.0,aout 2023,50 52 RUE SEVERINE 69100 Villeurbanne,Bouygues,2021-11-08
227,66_1_Nature&Sens_Bouygues,3.0,Appartement,,319501,266250.83,4004.37,4805.25,66.49,1,Traversant,False,False,False,1.0,Nature & Sens,Orliénas,69.0,mai 2023,RUE ALEXANDRE LUIGINI 69530 Orliénas,Bouygues,2021-11-08
228,66_2_Nature&Sens_Bouygues,3.0,Appartement,,329001,274167.5,4123.44,4948.13,66.49,2,Traversant,False,False,False,1.0,Nature & Sens,Orliénas,69.0,mai 2023,RUE ALEXANDRE LUIGINI 69530 Orliénas,Bouygues,2021-11-08
229,86_Nature&Sens_Bouygues,4.0,Appartement,,347000,289166.67,3361.23,4033.48,86.03,0,E,False,False,False,1.0,Nature & Sens,Orliénas,69.0,mai 2023,RUE ALEXANDRE LUIGINI 69530 Orliénas,Bouygues,2021-11-08
230,89_Nature&Sens_Bouygues,4.0,Appartement,,363000,302500.0,3375.36,4050.44,89.62,0,SO,False,False,False,1.0,Nature & Sens,Orliénas,69.0,mai 2023,RUE ALEXANDRE LUIGINI 69530 Orliénas,Bouygues,2021-11-08
231,105_1_Nature&Sens_Bouygues,5.0,Appartement,,424000,353333.33,3351.67,4022.01,105.42,1,E,False,False,False,1.0,Nature & Sens,Orliénas,69.0,mai 2023,RUE ALEXANDRE LUIGINI 69530 Orliénas,Bouygues,2021-11-08
232,123_Nature&Sens_Bouygues,5.0,Appartement,,542000,451666.67,3672.09,4406.5,123.0,0,O,False,False,False,0.0,Nature & Sens,Orliénas,69.0,mai 2023,RUE ALEXANDRE LUIGINI 69530 Orliénas,Bouygues,2021-11-08
233,123__1_Nature&Sens_Bouygues,5.0,Appartement,,548000,456666.67,3712.74,4455.28,123.0,0,O,False,False,False,0.0,Nature & Sens,Orliénas,69.0,mai 2023,RUE ALEXANDRE LUIGINI 69530 Orliénas,Bouygues,2021-11-08
234,123__2_Nature&Sens_Bouygues,5.0,Appartement,,562000,468333.33,3807.59,4569.11,123.0,0,E,False,False,False,1.0,Nature & Sens,Orliénas,69.0,mai 2023,RUE ALEXANDRE LUIGINI 69530 Orliénas,Bouygues,2021-11-08
235,123__3_Nature&Sens_Bouygues,5.0,Appartement,,566000,471666.67,3834.69,4601.63,123.0,0,O,False,False,False,1.0,Nature & Sens,Orliénas,69.0,mai 2023,RUE ALEXANDRE LUIGINI 69530 Orliénas,Bouygues,2021-11-08
236,43_3_INTIMI'T_Bouygues,2.0,Appartement,,241058,200881.67,4582.15,5498.59,43.84,3,NE,True,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
237,57_1_INTIMI'T_Bouygues,3.0,Appartement,,315000,262500.0,4531.33,5437.6,57.93,1,SO,True,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
238,59_2_INTIMI'T_Bouygues,3.0,Appartement,,329530,274608.33,4646.5,5575.8,59.1,2,E,True,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
239,59_3_INTIMI'T_Bouygues,3.0,Appartement,,334530,278775.0,4717.01,5660.41,59.1,3,E,True,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
240,61_2_INTIMI'T_Bouygues,3.0,Appartement,,341391,284492.5,4627.4,5552.88,61.48,2,O,True,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
241,69_INTIMI'T_Bouygues,3.0,Appartement,,358000,298333.33,4323.04,5187.65,69.01,0,SO,False,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
242,69_1_INTIMI'T_Bouygues,3.0,Appartement,,365000,304166.67,4407.57,5289.09,69.01,1,O,True,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
243,73_INTIMI'T_Bouygues,3.0,Appartement,,378000,315000.0,4276.99,5132.38,73.65,0,E,False,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
244,69_2_INTIMI'T_Bouygues,3.0,Appartement,,383918,319931.67,4636.02,5563.22,69.01,2,O,True,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
245,69_3_INTIMI'T_Bouygues,3.0,Appartement,,383918,319931.67,4636.02,5563.22,69.01,3,O,True,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
246,86_1_INTIMI'T_Bouygues,4.0,Appartement,,410000,341666.67,3958.14,4749.77,86.32,1,N,True,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
247,86_2_INTIMI'T_Bouygues,4.0,Appartement,,426000,355000.0,4112.6,4935.13,86.32,2,N,True,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
248,86_3_INTIMI'T_Bouygues,4.0,Appartement,,436000,363333.33,4209.14,5050.97,86.32,3,N,True,False,False,1.0,INTIMI'T,Thonon-les-Bains,74.0,novembre 2023,5 rue des murs blancs 74200 Thonon-les-Bains,Bouygues,2021-11-08
249,44_2_XVI_Bouygues,2.0,Appartement,,334000,278333.33,6218.35,7462.02,44.76,2,O / Traversant,False,False,False,1.0,XVI,Tassin-la-Demi-Lune,69.0,aout 2023,16 AVENUE MARECHAL FOCH 69160 Tassin-la-Demi-Lune,Bouygues,2021-11-08
250,49_2_XVI_Bouygues,2.0,Appartement,,366000,305000.0,6124.5,7349.4,49.8,2,O / Traversant,False,False,False,1.0,XVI,Tassin-la-Demi-Lune,69.0,aout 2023,16 AVENUE MARECHAL FOCH 69160 Tassin-la-Demi-Lune,Bouygues,2021-11-08
251,55_2_XVI_Bouygues,2.0,Appartement,,408000,340000.0,6087.74,7305.28,55.85,2,O / Traversant,False,False,False,1.0,XVI,Tassin-la-Demi-Lune,69.0,aout 2023,16 AVENUE MARECHAL FOCH 69160 Tassin-la-Demi-Lune,Bouygues,2021-11-08
252,72_1_XVI_Bouygues,3.0,Appartement,,445000,370833.33,5131.22,6157.47,72.27,1,O / Traversant,False,False,False,1.0,XVI,Tassin-la-Demi-Lune,69.0,aout 2023,16 AVENUE MARECHAL FOCH 69160 Tassin-la-Demi-Lune,Bouygues,2021-11-08
253,81_1_XVI_Bouygues,4.0,Appartement,,516000,430000.0,5298.18,6357.81,81.16,1,O / Traversant,False,False,False,1.0,XVI,Tassin-la-Demi-Lune,69.0,aout 2023,16 AVENUE MARECHAL FOCH 69160 Tassin-la-Demi-Lune,Bouygues,2021-11-08
254,95_XVI_Bouygues,3.0,Maison,,591000,492500.0,5170.06,6204.07,95.26,,E / Traversant,False,False,False,1.0,XVI,Tassin-la-Demi-Lune,69.0,aout 2023,16 AVENUE MARECHAL FOCH 69160 Tassin-la-Demi-Lune,Bouygues,2021-11-08
255,95_2_XVI_Bouygues,4.0,Appartement,,619000,515833.33,5419.56,6503.47,95.18,2,N / Traversant,False,False,False,1.0,XVI,Tassin-la-Demi-Lune,69.0,aout 2023,16 AVENUE MARECHAL FOCH 69160 Tassin-la-Demi-Lune,Bouygues,2021-11-08
256,96_2_XVI_Bouygues,4.0,Appartement,,625000,520833.33,5418.57,6502.29,96.12,2,E / Traversant,False,False,False,1.0,XVI,Tassin-la-Demi-Lune,69.0,aout 2023,16 AVENUE MARECHAL FOCH 69160 Tassin-la-Demi-Lune,Bouygues,2021-11-08
257,99_2_XVI_Bouygues,4.0,Appartement,,662000,551666.67,5562.84,6675.41,99.17,2,O / Traversant,False,False,False,1.0,XVI,Tassin-la-Demi-Lune,69.0,aout 2023,16 AVENUE MARECHAL FOCH 69160 Tassin-la-Demi-Lune,Bouygues,2021-11-08
258,118_XVI_Bouygues,5.0,Appartement,,842000,701666.67,5917.24,7100.69,118.58,0,N / Traversant,False,False,False,1.0,XVI,Tassin-la-Demi-Lune,69.0,aout 2023,16 AVENUE MARECHAL FOCH 69160 Tassin-la-Demi-Lune,Bouygues,2021-11-08
259,80_#PurCottage_Bouygues,4.0,Maison,,330000,275000.0,3395.48,4074.58,80.99,,O,True,False,False,1.0,#Pur Cottage,Vaulx-en-Velin,69.0,novembre 2022,70 RUE FRANKLIN 69120 Vaulx-en-Velin,Bouygues,2021-11-08
260,84_#PurCottage_Bouygues,4.0,Maison,,340000,283333.33,3343.96,4012.75,84.73,,O,True,False,False,1.0,#Pur Cottage,Vaulx-en-Velin,69.0,novembre 2022,70 RUE FRANKLIN 69120 Vaulx-en-Velin,Bouygues,2021-11-08
261,85_#PurCottage_Bouygues,4.0,Maison,,350000,291666.67,3426.94,4112.33,85.11,,E,True,False,False,1.0,#Pur Cottage,Vaulx-en-Velin,69.0,novembre 2022,70 RUE FRANKLIN 69120 Vaulx-en-Velin,Bouygues,2021-11-08
262,85__1_#PurCottage_Bouygues,4.0,Maison,,350000,291666.67,3412.1,4094.53,85.48,,E,True,False,False,1.0,#Pur Cottage,Vaulx-en-Velin,69.0,novembre 2022,70 RUE FRANKLIN 69120 Vaulx-en-Velin,Bouygues,2021-11-08
263,94_#PurCottage_Bouygues,4.0,Maison,,355000,295833.33,3123.24,3747.89,94.72,,O,True,False,False,1.0,#Pur Cottage,Vaulx-en-Velin,69.0,novembre 2022,70 RUE FRANKLIN 69120 Vaulx-en-Velin,Bouygues,2021-11-08
264,78_SCENEDULEMAN_Bouygues,3.0,Maison,,385000,320833.33,4098.54,4918.24,78.28,,Vue privilégiée,True,False,False,1.0,SCENE DU LEMAN,Neuvecelle,74.0,fevrier 2022,631 AVENUE DE MILLY 74500 Neuvecelle,Bouygues,2021-11-08
265,78__1_SCENEDULEMAN_Bouygues,3.0,Maison,,392000,326666.67,4173.05,5007.66,78.28,,Vue privilégiée,True,False,False,1.0,SCENE DU LEMAN,Neuvecelle,74.0,fevrier 2022,631 AVENUE DE MILLY 74500 Neuvecelle,Bouygues,2021-11-08
266,78__2_SCENEDULEMAN_Bouygues,3.0,Maison,,399000,332500.0,4247.57,5097.09,78.28,,Vue privilégiée,True,False,False,1.0,SCENE DU LEMAN,Neuvecelle,74.0,fevrier 2022,631 AVENUE DE MILLY 74500 Neuvecelle,Bouygues,2021-11-08
267,78__3_SCENEDULEMAN_Bouygues,3.0,Maison,,409000,340833.33,4354.03,5224.83,78.28,,Vue privilégiée,True,False,False,1.0,SCENE DU LEMAN,Neuvecelle,74.0,fevrier 2022,631 AVENUE DE MILLY 74500 Neuvecelle,Bouygues,2021-11-08
268,87_SCENEDULEMAN_Bouygues,4.0,Appartement,,469000,390833.33,4448.87,5338.65,87.85,0,Vue privilégiée,False,False,False,1.0,SCENE DU LEMAN,Neuvecelle,74.0,fevrier 2022,631 AVENUE DE MILLY 74500 Neuvecelle,Bouygues,2021-11-08
269,87__1_SCENEDULEMAN_Bouygues,4.0,Appartement,,499000,415833.33,4733.45,5680.14,87.85,0,Vue privilégiée,False,False,False,1.0,SCENE DU LEMAN,Neuvecelle,74.0,fevrier 2022,631 AVENUE DE MILLY 74500 Neuvecelle,Bouygues,2021-11-08
270,41_TERRESDELAYA_Bouygues,2.0,Maison,,193000,160833.33,3903.72,4684.47,41.2,,E,True,False,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
271,49_TERRESDELAYA_Bouygues,2.0,Maison,,228000,190000.0,3815.26,4578.31,49.8,,E,True,False,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
272,48_6_TERRESDELAYA_Bouygues,2.0,Appartement,,263000,219166.67,4565.97,5479.17,48.0,6,S,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
273,69_TERRESDELAYA_Bouygues,3.0,Maison,,293000,244166.67,3495.59,4194.7,69.85,,S,True,False,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
274,69_1_TERRESDELAYA_Bouygues,3.0,Appartement,,293000,244166.67,3495.59,4194.7,69.85,1,S,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
275,65_2_TERRESDELAYA_Bouygues,3.0,Appartement,,293000,244166.67,3705.11,4446.13,65.9,2,E,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
276,66_TERRESDELAYA_Bouygues,3.0,Maison,,295000,245833.33,3705.1,4446.12,66.35,,E,True,False,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
277,69_1__1_TERRESDELAYA_Bouygues,3.0,Appartement,,307000,255833.33,3678.41,4414.09,69.55,1,E,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
278,65_5_TERRESDELAYA_Bouygues,3.0,Appartement,,309000,257500.0,3907.44,4688.92,65.9,5,E,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
279,69_2_TERRESDELAYA_Bouygues,3.0,Appartement,,314000,261666.67,3792.27,4550.72,69.0,2,E,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
280,70_2_TERRESDELAYA_Bouygues,3.0,Appartement,,318000,265000.0,3753.54,4504.25,70.6,2,O,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
281,68_1_TERRESDELAYA_Bouygues,3.0,Appartement,,320000,266666.67,3887.27,4664.72,68.6,1,E,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
282,69_3_TERRESDELAYA_Bouygues,3.0,Appartement,,322000,268333.33,3858.14,4629.76,69.55,3,E,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
283,70_3_TERRESDELAYA_Bouygues,3.0,Appartement,,326000,271666.67,3847.97,4617.56,70.6,3,O,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
284,69_4_TERRESDELAYA_Bouygues,3.0,Appartement,,330000,275000.0,3953.99,4744.79,69.55,4,E,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
285,69_3__1_TERRESDELAYA_Bouygues,3.0,Appartement,,,,,,69.1,3,SE,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
286,70_5_TERRESDELAYA_Bouygues,3.0,Appartement,,341000,284166.67,4025.02,4830.03,70.6,5,O,True,False,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
287,69_4__1_TERRESDELAYA_Bouygues,3.0,Appartement,,344000,286666.67,4148.58,4978.29,69.1,4,S,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
288,69_4__2_TERRESDELAYA_Bouygues,3.0,Appartement,,345000,287500.0,4115.96,4939.16,69.85,4,S,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
289,68_6_TERRESDELAYA_Bouygues,3.0,Appartement,,348000,290000.0,4218.18,5061.82,68.75,6,E,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
290,70_6_TERRESDELAYA_Bouygues,3.0,Appartement,,348000,290000.0,4107.65,4929.18,70.6,6,O,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
291,69_5_TERRESDELAYA_Bouygues,3.0,Appartement,,366000,305000.0,4413.89,5296.67,69.1,5,S,False,True,False,1.0,TERRES DE LAYA,LaMotte-Servolex,73.0,aout 2024,CHEMIN DE LA FONTAINE DE JANON 73290 La Motte-Servolex,Bouygues,2021-11-08
292,48_COLL'LODGES_Bouygues,2.0,Appartement,,270000,225000.0,4623.92,5548.71,48.66,0,O,False,False,False,1.0,COLL'LODGES,Collonges-au-Mont-d'Or,69.0,fevrier 2024,55 Rue clemenceau 69660 Collonges-au-Mont-d'Or,Bouygues,2021-11-08
293,48__1_COLL'LODGES_Bouygues,2.0,Appartement,,297000,247500.0,5071.72,6086.07,48.8,0,O,False,False,False,1.0,COLL'LODGES,Collonges-au-Mont-d'Or,69.0,fevrier 2024,55 Rue clemenceau 69660 Collonges-au-Mont-d'Or,Bouygues,2021-11-08
294,47_COLL'LODGES_Bouygues,2.0,Appartement,,311000,259166.67,5400.43,6480.52,47.99,0,S,False,False,False,1.0,COLL'LODGES,Collonges-au-Mont-d'Or,69.0,fevrier 2024,55 Rue clemenceau 69660 Collonges-au-Mont-d'Or,Bouygues,2021-11-08
295,60_1_COLL'LODGES_Bouygues,3.0,Appartement,,337000,280833.33,4663.46,5596.15,60.22,1,E,False,False,False,1.0,COLL'LODGES,Collonges-au-Mont-d'Or,69.0,fevrier 2024,55 Rue clemenceau 69660 Collonges-au-Mont-d'Or,Bouygues,2021-11-08
296,65_COLL'LODGES_Bouygues,3.0,Appartement,,383000,319166.67,4860.9,5833.08,65.66,0,SO,False,False,False,1.0,COLL'LODGES,Collonges-au-Mont-d'Or,69.0,fevrier 2024,55 Rue clemenceau 69660 Collonges-au-Mont-d'Or,Bouygues,2021-11-08
